MainID,n_obs,start,end,span,n_missing_years,n_zero,onset_year,censor_year,n_origins,n_pos,n_neg,first_origin,last_origin,event_in_eligible_window,TaxonName,TaxonomicClass,BiotopeType,Country,Continent,SamplingProtocol,SamplingUnits,SamplingEffort,SpatialDensity,Reliability,DatasetLength,SamplingFrequency,restricted,Notes,DataSourceID,LocationID,TaxonID,LongDD,LatDD
6064,10,1960,1971,12,2,1,,,0,0,0,,,False,Macaca fuscata,Mammalia,Unspecified habitat or no information,Japan,Asia,Count,All Individuals,Census,None,-1.0,12.0,1.0,False,None,402,419,10717,131.0,32.0
6065,10,1959,1969,11,1,0,,,0,0,0,,,False,Macaca fuscata,Mammalia,Unspecified habitat or no information,India,Asia,Count,All Individuals,Not Specified,None,-1.0,11.0,1.0,False,Count in Jan,402,418,10717,78.03333333333333,27.916666666666668
6066,11,1959,1969,11,0,1,,,0,0,0,,,False,Macaca fuscata,Mammalia,Unspecified habitat or no information,India,Asia,Count,All Individuals,Census,None,-1.0,11.0,1.0,False,Count in March,402,418,10717,78.03333333333333,27.916666666666668
6067,9,1961,1969,9,0,0,,,0,0,0,,,False,Macaca fuscata,Mammalia,Unspecified habitat or no information,India,Asia,Count,All Individuals,Not Specified,None,-1.0,9.0,1.0,False,Count in July,402,418,10717,78.03333333333333,27.916666666666668
6068,12,1952,1963,12,0,0,,,0,0,0,,,False,Macaca fuscata,Mammalia,Unspecified habitat or no information,Japan,Asia,Count,Females,Census,None,-1.0,12.0,1.0,False,Semi wild period.,86,417,10717,135.83333333333334,35.0
6069,9,1981,1989,9,0,6,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1028,10713,-89.41666666666667,43.03333333333333
6070,9,1981,1989,9,0,5,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1029,10713,-89.41666666666667,43.03333333333333
6071,9,1981,1989,9,0,3,1988.0,1988.0,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1030,10713,-89.41666666666667,43.03333333333333
6072,9,1981,1989,9,0,6,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1031,10713,-89.41666666666667,43.03333333333333
6073,14,1981,1994,14,0,2,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,Catch,per 30 traps,None,2.0,14.0,1.0,False,None,308,1028,10713,-89.41666666666667,43.03333333333333
6074,14,1981,1994,14,0,6,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,Catch,per 30 traps,None,2.0,14.0,1.0,False,None,308,1029,10713,-89.41666666666667,43.03333333333333
6075,14,1981,1994,14,0,4,1991.0,1991.0,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,Catch,per 30 traps,None,2.0,14.0,1.0,False,None,308,1030,10713,-89.41666666666667,43.03333333333333
6076,14,1981,1994,14,0,0,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,Catch,per 30 traps,None,2.0,14.0,1.0,False,None,308,1031,10713,-89.41666666666667,43.03333333333333
6077,9,1981,1989,9,0,4,1988.0,1988.0,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1028,10713,-89.41666666666667,43.03333333333333
6078,9,1981,1989,9,0,8,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1029,10713,-89.41666666666667,43.03333333333333
6079,9,1981,1989,9,0,8,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1030,10713,-89.41666666666667,43.03333333333333
6080,9,1981,1989,9,0,1,,,0,0,0,,,False,Orconectes propinquus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1031,10713,-89.41666666666667,43.03333333333333
6081,12,1982,1993,12,0,10,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,12.0,1.0,False,Catch taken at 0.5m depth,308,1029,10715,-89.41666666666667,43.03333333333333
6082,12,1982,1993,12,0,11,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,12.0,1.0,False,Catch taken at 0.5m depth,308,1030,10715,-89.41666666666667,43.03333333333333
6083,12,1982,1993,12,0,6,1988.0,1988.0,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,12.0,1.0,False,Catch taken at 0.5m depth,308,1031,10715,-89.41666666666667,43.03333333333333
6084,14,1981,1994,14,0,10,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,14.0,1.0,False,Catch taken at 1.0m depth,308,1028,10715,-89.41666666666667,43.03333333333333
6085,14,1981,1994,14,0,2,1991.0,1991.0,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,14.0,1.0,False,Catch taken at 1.0m depth,308,1029,10715,-89.41666666666667,43.03333333333333
6086,14,1981,1994,14,0,2,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,14.0,1.0,False,Catch taken at 1.0m depth,308,1030,10715,-89.41666666666667,43.03333333333333
6087,14,1981,1994,14,0,0,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,14.0,1.0,False,Catch taken at 1.0m depth,308,1031,10715,-89.41666666666667,43.03333333333333
6088,9,1981,1989,9,0,1,,,0,0,0,,,False,Orconectes rusticus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1030,10714,-89.41666666666667,43.03333333333333
6089,9,1981,1989,9,0,7,,,0,0,0,,,False,Orconectes rusticus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1031,10714,-89.41666666666667,43.03333333333333
6090,14,1981,1994,14,0,0,,,0,0,0,,,False,Orconectes rusticus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,14.0,1.0,False,Catch taken at 1.0m depth,308,1030,10714,-89.41666666666667,43.03333333333333
6091,14,1981,1994,14,0,3,,1994.0,0,0,0,,,False,Orconectes rusticus,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 30 traps,None,2.0,14.0,1.0,False,Catch taken at 1.0m depth,308,1031,10714,-89.41666666666667,43.03333333333333
6092,9,1981,1989,9,0,4,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1029,10715,-89.41666666666667,43.03333333333333
6093,9,1981,1989,9,0,6,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Seine net,308,1031,10715,-89.41666666666667,43.03333333333333
6094,9,1981,1989,9,0,7,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1029,10715,-89.41666666666667,43.03333333333333
6095,9,1981,1989,9,0,8,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1030,10715,-89.41666666666667,43.03333333333333
6096,9,1981,1989,9,0,1,,,0,0,0,,,False,Orconectes virilis,Crustacea,Limnetic,USA,North America,Count,All Individuals,per 6 traps,None,2.0,9.0,1.0,False,Trap type: Fyke net,308,1031,10715,-89.41666666666667,43.03333333333333
6097,26,1941,1966,26,0,0,,,0,0,0,,,False,Perca fluviatilis,Osteichthyes,Limnetic,UK - England,Europe,Harvest,Kg,Harvest,per hectare,3.0,26.0,1.0,False,"Estimates of the density of fish (age 11 years and over), expressed as Kg/ha of water less than 10m deep. Perch monitored by trapping.",305,10222,10108,-3.0,54.3
6098,23,1944,1966,23,0,0,,,0,0,0,,,False,Esox lucius,Osteichthyes,Limnetic,UK - England,Europe,Harvest,Kg,Harvest,per hectare,3.0,23.0,1.0,False,"Estimates of the density of fish (age 11 years and over), expressed as Kg/ha of water less than 10m deep. Pike removed by gill  netting.",305,10222,10219,-3.0,54.3
6099,26,1941,1966,26,0,0,,,0,0,0,,,False,Perca fluviatilis,Osteichthyes,Limnetic,UK - England,Europe,Harvest,Kg,Harvest,per hectare,3.0,26.0,1.0,False,"Estimates of the density of fish (age 11 years and over), expressed as Kg/ha of water less than 10m deep. Perch monitored by trapping.",305,416,10108,-2.9166666666666665,54.333333333333336
6100,23,1944,1966,23,0,0,,,0,0,0,,,False,Esox lucius,Osteichthyes,Limnetic,UK - England,Europe,Harvest,Kg,Harvest,per hectare,3.0,23.0,1.0,False,"Estimates of the density of fish (age 11 years and over), expressed as Kg/ha of water less than 10m deep. Pike removed by gill  netting.",305,416,10219,-2.9166666666666665,54.333333333333336
6101,8,1933,1944,12,4,0,,,0,0,0,,,False,Corvus frugilegus,Aves,Agricultural,UK - England,Europe,Count,Nests,Census,None,4.0,12.0,1.0,False,None,215,10751,10716,-2.2333333333333334,51.88333333333333
6102,13,1963,1975,13,0,0,,,0,0,0,,,False,Corvus frugilegus,Aves,Agricultural,UK - Scotland,Europe,Count,Nests,Census,None,4.0,13.0,1.0,False,After 1972 counts for South Artrochie are affected by felling.,218,423,10716,-2.3333333333333335,57.5
6103,13,1963,1975,13,0,0,,,0,0,0,,,False,Corvus frugilegus,Aves,Agricultural,UK - Scotland,Europe,Count,Nests,Census,None,4.0,13.0,1.0,False,None,218,424,10716,-2.25,57.333333333333336
6144,20,1944,1963,20,0,0,,,0,0,0,,,False,Esox lucius,Osteichthyes,Limnetic,UK - England,Europe,Count,All Individuals,Census (estimated),None,3.0,20.0,1.0,False,None,403,10110,10219,-2.95,54.333333333333336
6146,17,1968,1984,17,0,0,,,0,0,0,,,False,Sphinx ligustri,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10719,-1.5,54.0
6147,17,1968,1984,17,0,0,,,0,0,0,,,False,Pheosia tremula,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10720,-1.5,54.0
6148,17,1968,1984,17,0,0,,,0,0,0,,,False,Ptilodon capucina,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10721,-1.5,54.0
6149,17,1968,1984,17,0,0,,,0,0,0,,,False,Deilephila elpenor,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10722,-1.5,54.0
6150,17,1968,1984,17,0,0,,,0,0,0,,,False,Pheosia gnoma,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10723,-1.5,54.0
6151,17,1968,1984,17,0,0,,,0,0,0,,,False,Odontosia carmelita,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10724,-1.5,54.0
6152,17,1968,1984,17,0,0,,,0,0,0,,,False,Stauropus fagi,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10725,-1.5,54.0
6153,17,1968,1984,17,0,0,,,0,0,0,,,False,Eligmodonta ziczac,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10726,-1.5,54.0
6154,17,1968,1984,17,0,0,,,0,0,0,,,False,Pterostoma Palpina,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10727,-1.5,54.0
6155,17,1968,1984,17,0,0,,,0,0,0,,,False,Drymonia dodonaea,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10728,-1.5,54.0
6156,17,1968,1984,17,0,0,,,0,0,0,,,False,Notodonta dromedarius,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10729,-1.5,54.0
6157,17,1968,1984,17,0,0,,,0,0,0,,,False,Phalera bucephala,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10730,-1.5,54.0
6158,17,1968,1984,17,0,0,,,0,0,0,,,False,Clostera curtula,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10731,-1.5,54.0
6159,17,1968,1984,17,0,0,,,0,0,0,,,False,Tetheela fluctuosa,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10732,-1.5,54.0
6160,17,1968,1984,17,0,0,,,0,0,0,,,False,Euproctis chrysorrhoea,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10733,-1.5,54.0
6161,17,1968,1984,17,0,0,,,0,0,0,,,False,Habrosyne pyritoides,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10734,-1.5,54.0
6162,17,1968,1984,17,0,0,,,0,0,0,,,False,Cymatophorima diluta,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10735,-1.5,54.0
6163,17,1968,1984,17,0,0,,,0,0,0,,,False,Euproctis similis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10736,-1.5,54.0
6164,17,1968,1984,17,0,0,,,0,0,0,,,False,Thyatira batis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10737,-1.5,54.0
6165,17,1968,1984,17,0,0,,,0,0,0,,,False,Achyla flavicornis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10738,-1.5,54.0
6166,17,1968,1984,17,0,0,,,0,0,0,,,False,Lymantria monacha,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10739,-1.5,54.0
6167,17,1968,1984,17,0,0,,,0,0,0,,,False,Tethea ocularis octogesine,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10740,-1.5,54.0
6168,17,1968,1984,17,0,0,,,0,0,0,,,False,Polyploca ridens,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10741,-1.5,54.0
6169,17,1968,1984,17,0,0,,,0,0,0,,,False,Malacosome neustria,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10742,-1.5,54.0
6170,17,1968,1984,17,0,0,,,0,0,0,,,False,Ochropacha duplaria,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10743,-1.5,54.0
6171,17,1968,1984,17,0,0,,,0,0,0,,,False,Dasychira pudibunda,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10744,-1.5,54.0
6172,17,1968,1984,17,0,0,,,0,0,0,,,False,Trichiura crataegi,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10745,-1.5,54.0
6173,17,1968,1984,17,0,0,,,0,0,0,,,False,Poecilocampa populi,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10746,-1.5,54.0
6174,17,1968,1984,17,0,0,,,0,0,0,,,False,Drepana binaria,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10747,-1.5,54.0
6175,17,1968,1984,17,0,0,,,0,0,0,,,False,Meganola albula,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10748,-1.5,54.0
6176,17,1968,1984,17,0,0,,,0,0,0,,,False,Lasiocampa quercus,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10749,-1.5,54.0
6177,17,1968,1984,17,0,0,,,0,0,0,,,False,Drepana falcataria,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10750,-1.5,54.0
6178,17,1968,1984,17,0,0,,,0,0,0,,,False,Nola confusalis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10751,-1.5,54.0
6179,17,1968,1984,17,0,0,,,0,0,0,,,False,Macrothylacia rubi,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10752,-1.5,54.0
6180,17,1968,1984,17,0,0,,,0,0,0,,,False,Falcaria lacertinaria,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10753,-1.5,54.0
6181,17,1968,1984,17,0,0,,,0,0,0,,,False,Nudaria mundana,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10754,-1.5,54.0
6182,17,1968,1984,17,0,0,,,0,0,0,,,False,Philudoria potatoria,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10755,-1.5,54.0
6183,17,1968,1984,17,0,0,,,0,0,0,,,False,Cilix glaucata,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10756,-1.5,54.0
6184,17,1968,1984,17,0,0,,,0,0,0,,,False,Thumatha senex,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10757,-1.5,54.0
6185,17,1968,1984,17,0,0,,,0,0,0,,,False,Gastopacha quercifolia,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10758,-1.5,54.0
6186,17,1968,1984,17,0,0,,,0,0,0,,,False,Nola cucullatella,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10759,-1.5,54.0
6187,17,1968,1984,17,0,0,,,0,0,0,,,False,Miltochrista miniata,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10760,-1.5,54.0
6188,17,1968,1984,17,0,0,,,0,0,0,,,False,Cybosia mesomella,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10761,-1.5,54.0
6189,17,1968,1984,17,0,0,,,0,0,0,,,False,Tyria jacobaeae,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10762,-1.5,54.0
6190,17,1968,1984,17,0,0,,,0,0,0,,,False,Phragmatobia fuliginosa,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10763,-1.5,54.0
6191,17,1968,1984,17,0,0,,,0,0,0,,,False,Eilema deplana,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10764,-1.5,54.0
6192,17,1968,1984,17,0,0,,,0,0,0,,,False,Spilosoma lubricipeda,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10765,-1.5,54.0
6193,17,1968,1984,17,0,0,,,0,0,0,,,False,Arctia caja,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10766,-1.5,54.0
6194,17,1968,1984,17,0,0,,,0,0,0,,,False,Eilema griseola,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10767,-1.5,54.0
6195,17,1968,1984,17,0,0,,,0,0,0,,,False,Agrotis exclamationis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,241,-1.5,54.0
6196,17,1968,1984,17,0,0,,,0,0,0,,,False,Hepialus humili,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10769,-1.5,54.0
6197,17,1968,1984,17,0,0,,,0,0,0,,,False,Eilema lurideola,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10770,-1.5,54.0
6198,17,1968,1984,17,0,0,,,0,0,0,,,False,Diaphora mendica,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10771,-1.5,54.0
6199,17,1968,1984,17,0,0,,,0,0,0,,,False,Hepialus sylvina,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10772,-1.5,54.0
6200,17,1968,1984,17,0,0,,,0,0,0,,,False,Eilema complana,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10773,-1.5,54.0
6201,17,1968,1984,17,0,0,,,0,0,0,,,False,Diacrisia sannio,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10774,-1.5,54.0
6202,17,1968,1984,17,0,0,,,0,0,0,,,False,Hepialus fusconebulosa,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10775,-1.5,54.0
6203,17,1968,1984,17,0,0,,,0,0,0,,,False,Hepialus lupulinus,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10776,-1.5,54.0
6204,17,1968,1984,17,0,0,,,0,0,0,,,False,Agrotis vestigialis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10777,-1.5,54.0
6205,17,1968,1984,17,0,0,,,0,0,0,,,False,Lycophotia porphyrea,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10778,-1.5,54.0
6206,17,1968,1984,17,0,0,,,0,0,0,,,False,Hepialus hecta,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10779,-1.5,54.0
6207,17,1968,1984,17,0,0,,,0,0,0,,,False,Agrotis clavis,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10780,-1.5,54.0
6208,17,1968,1984,17,0,0,,,0,0,0,,,False,Spaelotis ravida,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10781,-1.5,54.0
6209,17,1968,1984,17,0,0,,,0,0,0,,,False,Euxoa nigricans,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10782,-1.5,54.0
6210,17,1968,1984,17,0,0,,,0,0,0,,,False,Agrotis puta,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10783,-1.5,54.0
6211,17,1968,1984,17,0,0,,,0,0,0,,,False,Graphiphora augur,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10784,-1.5,54.0
6212,17,1968,1984,17,0,0,,,0,0,0,,,False,Euxoa tritici,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10785,-1.5,54.0
6214,17,1968,1984,17,0,0,,,0,0,0,,,False,Diarsia brunnea,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10787,-1.5,54.0
6215,17,1968,1984,17,0,0,,,0,0,0,,,False,Agrotis segetum,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10788,-1.5,54.0
6216,17,1968,1984,17,0,0,,,0,0,0,,,False,Agrotis ipsilon,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10789,-1.5,54.0
6217,17,1968,1984,17,0,0,,,0,0,0,,,False,Diarsia mendica,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10790,-1.5,54.0
6218,17,1968,1984,17,0,0,,,0,0,0,,,False,Diarsia dahill,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10791,-1.5,54.0
6219,17,1968,1984,17,0,0,,,0,0,0,,,False,Xestia castanea,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10792,-1.5,54.0
6220,17,1968,1984,17,0,0,,,0,0,0,,,False,Xestia triangulum,Insecta,Unspecified habitat or no information,United Kingdom,Europe,Count,Trapped Adults,Sample,None,2.0,17.0,1.0,False,None,309,367,10793,-1.5,54.0
